model,target_state,landmark,horizon,n_records,mean_auc_ipcw,sd_auc_ipcw,n_valid_auc_ipcw,mean_c_index_ipcw,sd_c_index_ipcw,n_valid_c_index_ipcw,mean_brier_ipcw,sd_brier_ipcw,n_valid_brier_ipcw
parametric,1,2.495120406150818,2.5358078122138976,5,0.4166666666666667,0.5204164998665332,3,0.4166666666666667,0.5204164998665332,3,0.34281750319145354,0.16499630894957096,3
parametric,1,2.495120406150818,2.5764952182769774,5,0.08333333333333334,0.11785113019775793,2,0.10714285714285714,0.1515228816828316,2,0.34904014961898366,0.1111255706508912,2
parametric,1,2.495120406150818,2.6171826243400576,5,0.5546875,0.07733980419227864,2,0.3972672064777328,0.20826728069360861,2,0.5708602906523152,0.11140505198585723,2
parametric,1,2.495120406150818,2.6578700304031373,5,0.671875,0.11048543456039805,2,0.3980263157894737,0.03256412808095939,2,0.5402673132722083,0.09683184734551067,2
parametric,1,2.495120406150818,2.698557436466217,5,0.75,0.3535533905932738,2,0.4642282958199357,0.3029645613926285,2,0.648940381166157,0.26319718605251535,2
parametric,1,2.495120406150818,2.739244842529297,5,0.75,0.3535533905932738,2,0.4240353697749196,0.24612318026830796,2,0.6170518825610815,0.24181371742612076,2
parametric,1,2.495120406150818,2.7799322485923765,5,0.875,0.1767766952966369,2,0.5870176848874598,0.2998382854307908,2,0.5734024137799942,0.23344235475139502,2
parametric,1,2.495120406150818,2.8206196546554567,5,0.875,0.1767766952966369,2,0.5669212218649518,0.27141759486863054,2,0.5409384614964989,0.2227470807557893,2
parametric,1,2.495120406150818,2.8613070607185365,5,1.0,0.0,2,0.5892282958199357,0.12618786609599164,2,0.5082095733422043,0.2150411916760206,2
parametric,1,2.495120406150818,2.901994466781616,5,1.0,0.0,2,0.6093247588424437,0.1546085566581519,2,0.4823420739570596,0.21773878748384717,2
parametric,1,2.495120406150818,2.942681872844696,5,1.0,0.0,2,0.6093247588424437,0.1546085566581519,2,0.45088250797851254,0.2024552967102301,2
parametric,1,2.495120406150818,2.9833692789077757,5,1.0,0.0,2,0.6696141479099678,0.2398706283446326,2,0.41669551929254556,0.21081532418669902,2
parametric,1,2.495120406150818,3.024056684970856,5,1.0,0.0,2,0.7745176848874598,0.034673242485835455,2,0.38044422680821727,0.21261001121257284,2
parametric,1,2.495120406150818,3.0647440910339356,5,1.0,,1,0.75,,1,0.18856750553369528,,1
parametric,1,2.495120406150818,3.1054314970970154,5,1.0,,1,0.75,,1,0.1612599946761132,,1
parametric,1,2.495120406150818,3.146118903160095,5,1.0,,1,0.75,,1,0.129497499691844,,1
parametric,1,2.495120406150818,3.186806309223175,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.227493715286255,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.268181121349335,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.3088685274124146,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.3495559334754943,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.390243339538574,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.4309307456016542,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.471618151664734,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.5123055577278137,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.552992963790894,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.593680369853973,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.6343677759170534,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.675055181980133,5,,,0,,,0,,,0
parametric,1,2.495120406150818,3.715742588043213,5,,,0,,,0,,,0
parametric,2,1.4514093101024628,1.526887086033821,5,0.5433116160136664,0.2629026018990473,4,0.5405124161221365,0.2683352521816072,4,0.025677295030410306,0.007194124705003122,3
parametric,2,1.4514093101024628,1.6023648619651794,5,0.6530523936894708,0.11721539800177214,4,0.6455011726587592,0.12025664921684695,4,0.0477121562064492,0.029489682789441325,3
parametric,2,1.4514093101024628,1.6778426378965379,5,0.7619925397393168,0.0638266317853657,5,0.7461347760924805,0.06239501291539746,5,0.08347307582539996,0.014948100651755116,4
parametric,2,1.4514093101024628,1.7533204138278962,5,0.7772482161784758,0.04219834675596778,5,0.7509212701246748,0.045192272186422466,5,0.10672666724392064,0.03346802620720693,4
parametric,2,1.4514093101024628,1.8287981897592545,5,0.7356820978110528,0.033482690233942305,5,0.7166335186769686,0.029846090082408152,5,0.13907122646253384,0.02585489991449602,4
parametric,2,1.4514093101024628,1.9042759656906127,5,0.7081098210360715,0.03348577756486963,5,0.6990404142001378,0.017461197481524592,5,0.17398535879090163,0.033504892572859137,4
parametric,2,1.4514093101024628,1.979753741621971,5,0.7069161067896562,0.02544191376415619,5,0.6899711107532556,0.009760918682168943,5,0.1797497709819168,0.03543851650321762,4
parametric,2,1.4514093101024628,2.0552315175533296,5,0.7082786701023414,0.03536565800397021,5,0.6796414162064259,0.0227301796000602,5,0.2077441417982141,0.040078894022497924,4
parametric,2,1.4514093101024628,2.1307092934846876,5,0.7168967391007681,0.05965850974906871,5,0.6821519329863238,0.02617199971861707,5,0.21811791058146923,0.0168623077080042,4
parametric,2,1.4514093101024628,2.206187069416046,5,0.7266839549132967,0.03541373330662407,5,0.6841720464730325,0.02609492692475834,5,0.2216495836375471,0.019221386911864494,4
parametric,2,1.4514093101024628,2.2816648453474047,5,0.7484041918356132,0.06034827370865616,5,0.6856802822578759,0.0330555527769304,5,0.22349505088859645,0.020759868287510884,4
parametric,2,1.4514093101024628,2.3571426212787627,5,0.751494360409301,0.07195239802482405,5,0.6854954648558987,0.03492551516848539,5,0.22189944604589795,0.03137238983737357,4
parametric,2,1.4514093101024628,2.4326203972101212,5,0.7137205129058519,0.1707787123466896,5,0.6903714945258008,0.045583889996533025,5,0.2195907586799739,0.02776911098668365,4
parametric,2,1.4514093101024628,2.5080981731414793,5,0.6934689601892048,0.1518188232618947,5,0.6831260108423945,0.04169352402619083,5,0.20213588489039738,0.033748642969490775,4
parametric,2,1.4514093101024628,2.583575949072838,5,0.7589335008057876,0.12499065853632073,5,0.6744337523107443,0.03562480653146631,5,0.17796330833231844,0.04665567326671577,4
parametric,2,1.4514093101024628,2.6590537250041963,5,0.8031369980268528,0.12700246563132134,4,0.6896588019780157,0.03187836664109073,4,0.16201601712611147,0.012065405186830438,3
parametric,2,1.4514093101024628,2.7345315009355544,5,0.7762308015835435,0.17617148931499413,4,0.6851583977083769,0.036991121926104875,4,0.1501093301169145,0.0056480855021398425,3
parametric,2,1.4514093101024628,2.8100092768669125,5,0.7956213344031325,0.14359397035799545,4,0.6842335393545148,0.04200253495688023,4,0.14718249242541706,0.013148233328753926,3
parametric,2,1.4514093101024628,2.885487052798271,5,0.9290873327109824,0.034433749625117166,3,0.7051319776933851,0.03429067119711837,3,0.12637301400934237,0.03846164836445446,2
parametric,2,1.4514093101024628,2.9609648287296295,5,0.7827024288039564,0.1417410820234008,3,0.6820087473316704,0.0580066044502951,3,0.14135908933840224,0.0672691549538733,2
