model,target_state,landmark,horizon,n_records,mean_auc_ipcw,sd_auc_ipcw,n_valid_auc_ipcw,mean_c_index_ipcw,sd_c_index_ipcw,n_valid_c_index_ipcw,mean_brier_ipcw,sd_brier_ipcw,n_valid_brier_ipcw
parametric,3,1.4514093101024628,3.338353708386421,5,0.0,,1,0.491840102577805,,1,0.7991193664650571,,1
parametric,3,1.4514093101024628,3.4138314843177797,5,,,0,,,0,,,0
parametric,3,1.4514093101024628,3.489309260249138,5,,,0,,,0,,,0
parametric,3,1.4514093101024628,3.5647870361804963,5,,,0,,,0,,,0
parametric,3,1.4514093101024628,3.6402648121118544,5,,,0,,,0,,,0
parametric,3,1.4514093101024628,3.715742588043213,5,,,0,,,0,,,0
parametric,3,2.107118248939514,2.1607390602429706,5,0.43396412269354867,0.011524568232837144,3,0.43627784267996317,0.011944288307801355,3,0.028404219879962635,0.011159388689915709,3
parametric,3,2.107118248939514,2.2143598715464274,5,0.6840812562215899,0.29757546387743167,4,0.681070383124222,0.2896345962714429,4,0.04540087414576808,0.018675468217143727,4
parametric,3,2.107118248939514,2.267980682849884,5,0.7683906650750607,0.2174799809315,4,0.7663204673852974,0.21956025275003976,4,0.07081125669088537,0.04455685626443936,4
parametric,3,2.107118248939514,2.3216014941533407,5,0.8432029540654571,0.14607590283309171,4,0.8276349295710846,0.15568949733903253,4,0.08686957663097251,0.05836265198820104,4
parametric,3,2.107118248939514,2.375222305456797,5,0.8507121365305966,0.12475317285198884,4,0.82418737378923,0.14263088947499813,4,0.08916534939681807,0.052171510306108324,4
parametric,3,2.107118248939514,2.428843116760254,5,0.7980468900408733,0.12607193221268195,4,0.7821837321574776,0.12526570452016342,4,0.09463842654368024,0.04535464078272406,4
parametric,3,2.107118248939514,2.4824639280637104,5,0.770704851160088,0.1136529151920186,4,0.7585476888323399,0.11491961547351086,4,0.10638242018045306,0.05259911450440998,4
parametric,3,2.107118248939514,2.5360847393671673,5,0.6999977568028327,0.03627424504866574,4,0.696278911747878,0.022484188549542893,4,0.13671147581679036,0.056316384372219586,4
parametric,3,2.107118248939514,2.5897055506706237,5,0.7037210647480764,0.06405479245736946,4,0.679753001711848,0.05461681263203484,4,0.1557380609207625,0.034124115732297136,4
parametric,3,2.107118248939514,2.64332636197408,5,0.6573443643782494,0.08908855680533376,4,0.6545976504837658,0.07408342929528,4,0.1631989871758325,0.046280642256422165,4
parametric,3,2.107118248939514,2.696947173277537,5,0.6738345308421917,0.03855435784003985,4,0.6559129831481237,0.05233865983078804,4,0.17307607564927333,0.048855799701977155,4
parametric,3,2.107118248939514,2.750567984580994,5,0.6608030925576636,0.03652251012686297,4,0.6415732938029085,0.04800173687313812,4,0.20132583114215138,0.08339168446699072,4
parametric,3,2.107118248939514,2.8041887958844502,5,0.6674979087968532,0.07828842826300368,4,0.6278842834682374,0.0547139897584635,4,0.20634829111701597,0.08312730993374287,4
parametric,3,2.107118248939514,2.8578096071879067,5,0.7074430253120745,0.0879298802608639,4,0.6556498780890307,0.0444628654406777,4,0.2191893811016462,0.08216038927888179,4
parametric,3,2.107118248939514,2.9114304184913635,5,0.6275626166758963,0.18064689266178352,4,0.6280421297552357,0.0911557412330967,4,0.27269973979094875,0.14396988610513287,4
parametric,3,2.107118248939514,2.9650512297948204,5,0.6075078134346635,0.2115610267436953,4,0.6065501471484741,0.09801961285668691,4,0.2934125641597579,0.11749166489550303,4
parametric,3,2.107118248939514,3.018672041098277,5,0.7086562720988749,0.1615710303460243,4,0.6188102518785089,0.07761700263957431,4,0.2927751838297071,0.12394511412608118,4
parametric,3,2.107118248939514,3.072292852401733,5,0.7593504736266775,0.20646277337901334,4,0.618747379842035,0.07814006013579392,4,0.294318190086806,0.1565911058803984,4
parametric,3,2.107118248939514,3.12591366370519,5,0.7300473875319959,0.2418806664652839,4,0.6124973253805265,0.08470772583794844,4,0.3139809633145018,0.2246141990835152,4
parametric,3,2.107118248939514,3.1795344750086465,5,0.739955214084366,0.2371821352651637,4,0.6141455977120587,0.09072248294843151,4,0.2990067947364729,0.23345728097933188,4
parametric,3,2.107118248939514,3.233155286312103,5,0.6450987970400973,0.27964395582268164,2,0.5928921587334426,0.10316905158159852,2,0.49544496322210185,0.43789129965398205,2
parametric,3,2.107118248939514,3.2867760976155598,5,0.10202543014177295,,1,0.5227547819114139,,1,0.8808068249388846,,1
parametric,3,2.107118248939514,3.3403969089190166,5,0.10202543014177291,,1,0.5232419681907553,,1,0.8490180703463126,,1
parametric,3,2.107118248939514,3.3940177202224735,5,,,0,,,0,,,0
parametric,3,2.107118248939514,3.44763853152593,5,,,0,,,0,,,0
parametric,3,2.107118248939514,3.5012593428293863,5,,,0,,,0,,,0
parametric,3,2.107118248939514,3.554880154132843,5,,,0,,,0,,,0
parametric,3,2.107118248939514,3.6085009654362996,5,,,0,,,0,,,0
parametric,3,2.107118248939514,3.662121776739756,5,,,0,,,0,,,0
parametric,3,2.107118248939514,3.715742588043213,5,,,0,,,0,,,0
parametric,3,2.495120406150818,2.5358078122138976,5,0.42368421052631583,0.008639348948943975,3,0.4261904761904762,0.00858464589396188,3,0.044256192103130726,0.012140091623329583,3
parametric,3,2.495120406150818,2.5764952182769774,5,0.5853915406216073,0.29220563907925884,4,0.568005792743002,0.30226382653603195,4,0.07083206112779242,0.023992158468015008,4
parametric,3,2.495120406150818,2.6171826243400576,5,0.6374788592017007,0.29813069019515465,4,0.6194617793941751,0.2885033268318566,4,0.07971305984100588,0.016796863232100487,4
parametric,3,2.495120406150818,2.6578700304031373,5,0.647444894996148,0.30397707620100994,4,0.6173932427983932,0.296507477702809,4,0.07662436678147892,0.015946128757687805,4
parametric,3,2.495120406150818,2.698557436466217,5,0.6516761881063687,0.3767228993429634,4,0.6148724474859015,0.3636508930655742,4,0.08314317146891582,0.03358429721672294,4
parametric,3,2.495120406150818,2.739244842529297,5,0.7143464243915609,0.3047694335898945,4,0.6772722505851205,0.2667211234789748,4,0.08891422781238871,0.05479960978716623,4
parametric,3,2.495120406150818,2.7799322485923765,5,0.8354293771288104,0.1486372459904971,4,0.8015497761225843,0.1393627955318931,4,0.12035107904704635,0.08697404694551052,4
parametric,3,2.495120406150818,2.8206196546554567,5,0.7497739758299558,0.23983495802609686,4,0.7397903308512677,0.21093512525380828,4,0.15595264773687342,0.08702550116820638,4
parametric,3,2.495120406150818,2.8613070607185365,5,0.7399742914399106,0.25979563375870035,4,0.7462031206316927,0.21562639737142913,4,0.16394283143880634,0.08751908725993131,4
parametric,3,2.495120406150818,2.901994466781616,5,0.671899280684549,0.2658483613441477,4,0.7060522370295954,0.24168229504872218,4,0.23530160941520956,0.1618586559717846,4
parametric,3,2.495120406150818,2.942681872844696,5,0.6833589217828074,0.31570846597135405,4,0.7095610251828438,0.25529014542516154,4,0.24129931539583213,0.1656512386191389,4
parametric,3,2.495120406150818,2.9833692789077757,5,0.5463447315539423,0.21930607919372794,4,0.5932048508424612,0.15649175281708513,4,0.27871077896488955,0.0946734056998945,4
parametric,3,2.495120406150818,3.024056684970856,5,0.7213243559061239,0.3263554500272398,4,0.6952053389555669,0.2126528582241406,4,0.3438706450612395,0.1490919230854867,4
parametric,3,2.495120406150818,3.0647440910339356,5,0.714969087778613,0.3683013932434359,4,0.6457275829549465,0.1693890522816575,4,0.34244480396149146,0.15374247847138947,4
parametric,3,2.495120406150818,3.1054314970970154,5,0.7611090836016305,0.29014235695083296,4,0.6508962030496375,0.14591091334338588,4,0.33924482698242425,0.17888494275575315,4
parametric,3,2.495120406150818,3.146118903160095,5,0.7560497437149662,0.27571173677465627,4,0.6601112428328664,0.15273744542383044,4,0.3182885585609879,0.17419710216538364,4
parametric,3,2.495120406150818,3.186806309223175,5,0.6814787781355074,0.2970319303605394,3,0.6414493721478414,0.1800448574849804,3,0.33147467384179713,0.250501650263274,3
parametric,3,2.495120406150818,3.227493715286255,5,0.6897470047358607,0.4387639936694214,2,0.6134340512448191,0.25076369842163215,2,0.4400564128827975,0.37686432072625314,2
parametric,3,2.495120406150818,3.268181121349335,5,0.4120540120974768,,1,0.4426024426054364,,1,0.8324431042724711,,1
parametric,3,2.495120406150818,3.3088685274124146,5,0.08882849152591786,,1,0.4426024426054364,,1,0.7174474604372799,,1
parametric,3,2.495120406150818,3.3495559334754943,5,0.08882849152591786,,1,0.43908060877009303,,1,0.735724636351691,,1
parametric,3,2.495120406150818,3.390243339538574,5,0.08882849152591786,,1,0.419066735119463,,1,0.7373959621465497,,1
parametric,3,2.495120406150818,3.4309307456016542,5,,,0,,,0,,,0
parametric,3,2.495120406150818,3.471618151664734,5,,,0,,,0,,,0
parametric,3,2.495120406150818,3.5123055577278137,5,,,0,,,0,,,0
parametric,3,2.495120406150818,3.552992963790894,5,,,0,,,0,,,0
parametric,3,2.495120406150818,3.593680369853973,5,,,0,,,0,,,0
parametric,3,2.495120406150818,3.6343677759170534,5,,,0,,,0,,,0
parametric,3,2.495120406150818,3.675055181980133,5,,,0,,,0,,,0
parametric,3,2.495120406150818,3.715742588043213,5,,,0,,,0,,,0
